,TICKER,Patrimonio Liq,Ativos,Ativo Circulante,Divida Bruta,Disponbilidade,Divida Liq,Valor de Merc,Valor de Firma,Liquidez Media,Setor,Subsetor,Segmento
537,SOND6,57.540.000,96.472.000,58.966.000,0,25.992.000,-25.992.000,"<strong class=""value"">127.489.060</strong>",101.497.060,"<strong class=""value"">5.406,67</strong>",Bens Industriais,Construção e Engenharia,Engenharia Consultiva
538,SPRI3,22.420.000,23.251.000,12.097.000,0,3.038.000,-3.038.000,"<strong class=""value"">48.073.732</strong>",45.035.732,"<strong class=""value"">-</strong>",Financeiro e Outros,Holdings Diversificadas,Holdings Diversificadas
539,SPRI5,22.420.000,23.251.000,12.097.000,0,3.038.000,-3.038.000,"<strong class=""value"">48.073.732</strong>",45.035.732,"<strong class=""value"">-</strong>",Financeiro e Outros,Holdings Diversificadas,Holdings Diversificadas
540,SPRI6,22.420.000,23.251.000,12.097.000,0,3.038.000,-3.038.000,"<strong class=""value"">48.073.732</strong>",45.035.732,"<strong class=""value"">-</strong>",Financeiro e Outros,Holdings Diversificadas,Holdings Diversificadas
541,SPRT3B,54.724,62.242,62.242,0,62.212,-62.212,"<strong class=""value"">370.531.749</strong>",370.469.537,"<strong class=""value"">-</strong>",Financeiro e Outros,Outros,Outros
542,SQIA3,650.717.000,1.614.895.000,307.450.000,424.972.000,232.270.000,192.702.000,"<strong class=""value"">2.406.971.774</strong>",2.599.673.774,"<strong class=""value"">39.651.585,00</strong>",Tecnologia da Informação,Programas e Serviços,Programas e Serviços
543,STBP3,2.191.628.000,4.587.470.000,874.231.000,422.220.000,569.561.000,-147.341.000,"<strong class=""value"">7.647.907.766</strong>",7.500.566.766,"<strong class=""value"">38.034.786,44</strong>",Bens Industriais,Transporte,Serviços de Apoio e Armazenagem
544,STKF3,3.556.580.000,5.468.101.000,652.440.000,1.509.343.000,402.192.000,1.107.151.000,"<strong class=""value"">0</strong>",1.107.151.000,"<strong class=""value"">-</strong>",Consumo Cíclico,Viagens e Lazer,Atividades Esportivas
545,STTR3,866.910.000,1.558.205.000,1.150.208.000,257.808.000,331.889.000,-74.081.000,"<strong class=""value"">0</strong>",-74.081.000,"<strong class=""value"">-</strong>",Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Construção e Agrícolas
546,SULA11,"


()

",8.363.837.000,30.219.218.000,19.792.419.000,3.058.759.000,17.331.084.000,"<strong class=""value"">-14.272.325.000</strong>",9.475.042.424,"<strong class=""value"">100 %</strong>", ,Financeiro e Outros,Previdência e Seguros
547,SULA3,8.363.837.000,30.219.218.000,19.792.419.000,3.058.759.000,17.331.084.000,-14.272.325.000,"<strong class=""value"">9.475.042.424</strong>",-4.797.282.576,"<strong class=""value"">43.292,81</strong>",Financeiro e Outros,Previdência e Seguros,Seguradoras
548,SULA4,8.363.837.000,30.219.218.000,19.792.419.000,3.058.759.000,17.331.084.000,-14.272.325.000,"<strong class=""value"">9.475.042.424</strong>",-4.797.282.576,"<strong class=""value"">90.108,19</strong>",Financeiro e Outros,Previdência e Seguros,Seguradoras
549,SUZB3,41.762.295.000,141.617.895.000,38.226.620.000,78.551.038.000,20.473.735.000,58.077.303.000,"<strong class=""value"">67.913.992.473</strong>",125.991.295.473,"<strong class=""value"">353.794.105,85</strong>",Materiais Básicos,Madeira e Papel,Papel e Celulose
550,SYNE3,1.510.731.000,4.027.222.000,432.129.000,1.008.766.000,331.184.000,677.582.000,"<strong class=""value"">636.527.336</strong>",1.314.109.336,"<strong class=""value"">2.052.380,67</strong>",Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
551,TAEE11,"


()

",6.652.326.000,19.422.890.000,4.217.841.000,10.067.740.000,1.674.800.000,"<strong class=""value"">8.392.940.000</strong>",12.319.280.914,"<strong class=""value"">100 %</strong>", ,Utilidade Pública,Energia Elétrica
552,TAEE3,6.652.326.000,19.422.890.000,4.217.841.000,10.067.740.000,1.674.800.000,8.392.940.000,"<strong class=""value"">12.319.280.914</strong>",20.712.220.914,"<strong class=""value"">1.576.752,11</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
553,TAEE4,6.652.326.000,19.422.890.000,4.217.841.000,10.067.740.000,1.674.800.000,8.392.940.000,"<strong class=""value"">12.319.280.914</strong>",20.712.220.914,"<strong class=""value"">2.611.943,52</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
554,TASA3,1.108.072.000,2.170.634.000,1.275.877.000,501.727.000,141.442.000,360.285.000,"<strong class=""value"">1.814.881.862</strong>",2.175.166.862,"<strong class=""value"">366.748,81</strong>",Bens Industriais,Máquinas e Equipamentos,Armas e Munições
555,TASA4,1.108.072.000,2.170.634.000,1.275.877.000,501.727.000,141.442.000,360.285.000,"<strong class=""value"">1.814.881.862</strong>",2.175.166.862,"<strong class=""value"">6.346.469,15</strong>",Bens Industriais,Máquinas e Equipamentos,Armas e Munições
556,TCNO3,-946.000,236.846.000,39.894.000,33.829.000,7.000,33.822.000,"<strong class=""value"">6.451.073</strong>",40.273.073,"<strong class=""value"">-</strong>",Bens Industriais,Construção e Engenharia,Engenharia Consultiva
557,TCNO4,-946.000,236.846.000,39.894.000,33.829.000,7.000,33.822.000,"<strong class=""value"">6.451.073</strong>",40.273.073,"<strong class=""value"">-</strong>",Bens Industriais,Construção e Engenharia,Engenharia Consultiva
558,TCSA3,591.429.000,1.550.292.000,799.938.000,710.533.000,168.538.000,541.995.000,"<strong class=""value"">270.182.574</strong>",812.177.574,"<strong class=""value"">474.806,00</strong>",Consumo Cíclico,Construção Civil,Incorporações
559,TECN3,380.137.000,651.485.000,425.179.000,97.278.000,115.019.000,-17.741.000,"<strong class=""value"">245.335.504</strong>",227.594.504,"<strong class=""value"">458.955,41</strong>",Consumo Cíclico,Tecidos. Vestuário e Calçados,Acessórios
560,TEKA3,-2.032.663.000,1.140.173.000,110.040.000,541.146.000,287.000,540.859.000,"<strong class=""value"">7.081.020</strong>",547.940.020,"<strong class=""value"">-</strong>",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
561,TEKA4,-2.032.663.000,1.140.173.000,110.040.000,541.146.000,287.000,540.859.000,"<strong class=""value"">7.081.020</strong>",547.940.020,"<strong class=""value"">32.786,52</strong>",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
562,TELB3,1.586.874.000,4.047.242.000,1.612.489.000,118.442.000,1.249.862.000,-1.131.420.000,"<strong class=""value"">1.339.723.687</strong>",208.303.687,"<strong class=""value"">21.998,17</strong>",Comunicações,Telecomunicações,Telecomunicações
563,TELB4,1.586.874.000,4.047.242.000,1.612.489.000,118.442.000,1.249.862.000,-1.131.420.000,"<strong class=""value"">1.339.723.687</strong>",208.303.687,"<strong class=""value"">66.550,19</strong>",Comunicações,Telecomunicações,Telecomunicações
564,TEND3,676.747.000,4.176.858.000,1.784.704.000,1.361.173.000,603.643.000,757.530.000,"<strong class=""value"">1.739.321.696</strong>",2.496.851.696,"<strong class=""value"">39.749.737,19</strong>",Consumo Cíclico,Construção Civil,Incorporações
565,TESA3,858.223.000,2.654.669.000,767.448.000,892.457.000,29.688.000,862.769.000,"<strong class=""value"">1.389.696.672</strong>",2.252.465.672,"<strong class=""value"">-</strong>",Consumo não Cíclico,Agropecuária,Agricultura
566,TFCO4,390.905.000,621.261.000,441.568.000,101.739.000,46.274.000,55.465.000,"<strong class=""value"">2.250.426.641</strong>",2.305.891.641,"<strong class=""value"">1.618.976,59</strong>",Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados
567,TGMA3,819.533.000,1.166.098.000,578.394.000,168.964.000,258.630.000,-89.666.000,"<strong class=""value"">1.801.219.550</strong>",1.711.553.550,"<strong class=""value"">5.470.280,52</strong>",Bens Industriais,Transporte,Transporte Rodoviário
568,TIET11,"


()

",2.222.743.000,10.917.506.000,1.213.661.000,5.932.717.000,730.147.000,"<strong class=""value"">5.202.570.000</strong>",5.004.795.801,"<strong class=""value"">100 %</strong>", ,Utilidade Pública,Energia Elétrica
569,TIET3,2.222.743.000,10.917.506.000,1.213.661.000,5.932.717.000,730.147.000,5.202.570.000,"<strong class=""value"">5.004.795.801</strong>",10.207.365.801,"<strong class=""value"">-</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
570,TIET4,2.222.743.000,10.917.506.000,1.213.661.000,5.932.717.000,730.147.000,5.202.570.000,"<strong class=""value"">5.004.795.801</strong>",10.207.365.801,"<strong class=""value"">-</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
571,TIMS3,25.574.058.000,55.972.967.000,10.836.815.000,4.837.067.000,4.446.238.000,390.829.000,"<strong class=""value"">43.453.438.944</strong>",43.844.267.944,"<strong class=""value"">177.512.906,59</strong>",Comunicações,Telecomunicações,Telecomunicações
572,TKNO3,280.762.000,354.591.000,194.802.000,2.666.000,48.497.000,-45.831.000,"<strong class=""value"">192.165.990</strong>",146.334.990,"<strong class=""value"">-</strong>",Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço
573,TKNO4,280.762.000,354.591.000,194.802.000,2.666.000,48.497.000,-45.831.000,"<strong class=""value"">192.165.990</strong>",146.334.990,"<strong class=""value"">6.001,00</strong>",Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço
574,TOTS3,4.712.485.000,8.755.181.000,3.849.923.000,1.708.896.000,3.056.726.000,-1.347.830.000,"<strong class=""value"">20.916.338.004</strong>",19.568.508.004,"<strong class=""value"">167.820.405,04</strong>",Tecnologia da Informação,Programas e Serviços,Programas e Serviços
575,TOYB3,-13.852.000,17.064.000,11.272.000,1.023.000,52.000,971.000,"<strong class=""value"">71.890.222</strong>",72.861.222,"<strong class=""value"">-</strong>",Consumo Cíclico,Viagens e Lazer,Brinquedos e Jogos
576,TOYB4,-13.852.000,17.064.000,11.272.000,1.023.000,52.000,971.000,"<strong class=""value"">71.890.222</strong>",72.861.222,"<strong class=""value"">-</strong>",Consumo Cíclico,Viagens e Lazer,Brinquedos e Jogos
577,TPIS3,858.180.000,2.837.070.000,140.574.000,1.560.694.000,41.713.000,1.518.981.000,"<strong class=""value"">176.000.000</strong>",1.694.981.000,"<strong class=""value"">256.314,07</strong>",Bens Industriais,Transporte,Exploração de Rodovias
578,TRAD3,477.113.000,509.032.000,144.454.000,1.147.000,106.176.000,-105.029.000,"<strong class=""value"">238.125.067</strong>",133.096.067,"<strong class=""value"">736.090,41</strong>",Tecnologia da Informação,Programas e Serviços,Programas e Serviços
579,TRIS3,1.332.141.000,2.695.849.000,2.028.173.000,1.014.456.000,252.507.000,761.949.000,"<strong class=""value"">1.030.128.810</strong>",1.792.077.810,"<strong class=""value"">4.771.680,52</strong>",Consumo Cíclico,Construção Civil,Incorporações
580,TRPL3,17.977.231.000,35.162.727.000,5.844.501.000,9.073.797.000,1.856.183.000,7.217.614.000,"<strong class=""value"">19.359.188.586</strong>",26.576.802.586,"<strong class=""value"">90.177,26</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
581,TRPL4,17.977.231.000,35.162.727.000,5.844.501.000,9.073.797.000,1.856.183.000,7.217.614.000,"<strong class=""value"">19.359.188.586</strong>",26.576.802.586,"<strong class=""value"">103.166.937,56</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
582,TRPN3,59.358.000,80.698.000,75.453.000,0,63.450.000,-63.450.000,"<strong class=""value"">32.162.716</strong>",-31.287.284,"<strong class=""value"">-</strong>",Financeiro e Outros,Serviços Financeiros Diversos,Gestão de Recursos e Investimentos
583,TTEN3,3.172.942.000,6.622.659.000,4.266.606.000,1.262.424.000,1.146.090.000,116.334.000,"<strong class=""value"">5.321.818.870</strong>",5.438.152.870,"<strong class=""value"">13.828.509,59</strong>",Consumo não Cíclico,Agropecuária,Agricultura
584,TUPY3,3.268.347.000,9.988.929.000,6.124.330.000,3.389.839.000,1.142.775.000,2.247.064.000,"<strong class=""value"">3.653.457.850</strong>",5.900.521.850,"<strong class=""value"">12.263.720,48</strong>",Bens Industriais,Material de Transporte,Material Rodoviário
585,TXRX3,-359.822.000,211.913.000,98.875.000,299.016.000,135.000,298.881.000,"<strong class=""value"">21.461.407</strong>",320.342.407,"<strong class=""value"">900,00</strong>",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
586,TXRX4,-359.822.000,211.913.000,98.875.000,299.016.000,135.000,298.881.000,"<strong class=""value"">21.461.407</strong>",320.342.407,"<strong class=""value"">16.563,84</strong>",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
587,UCAS3,197.009.000,304.455.000,97.038.000,15.032.000,34.701.000,-19.669.000,"<strong class=""value"">185.041.819</strong>",165.372.819,"<strong class=""value"">205.293,11</strong>",Consumo Cíclico,Utilidades Domésticas,Móveis
588,UGPA3,12.701.523.000,36.409.146.000,18.039.111.000,13.909.833.000,6.246.324.000,7.663.509.000,"<strong class=""value"">28.794.786.492</strong>",36.458.295.492,"<strong class=""value"">189.814.613,19</strong>",Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
589,UNIP3,2.808.343.000,6.198.664.000,2.650.188.000,1.332.245.000,1.595.667.000,-263.422.000,"<strong class=""value"">7.366.963.294</strong>",7.103.541.294,"<strong class=""value"">698.608,78</strong>",Materiais Básicos,Químicos,Químicos Diversos
590,UNIP5,2.808.343.000,6.198.664.000,2.650.188.000,1.332.245.000,1.595.667.000,-263.422.000,"<strong class=""value"">7.366.963.294</strong>",7.103.541.294,"<strong class=""value"">24.388,35</strong>",Materiais Básicos,Químicos,Químicos Diversos
591,UNIP6,2.808.343.000,6.198.664.000,2.650.188.000,1.332.245.000,1.595.667.000,-263.422.000,"<strong class=""value"">7.366.963.294</strong>",7.103.541.294,"<strong class=""value"">13.255.925,96</strong>",Materiais Básicos,Químicos,Químicos Diversos
592,USIM3,23.446.307.000,40.205.324.000,18.886.231.000,6.068.695.000,5.720.296.000,348.399.000,"<strong class=""value"">10.291.489.469</strong>",10.639.888.469,"<strong class=""value"">4.096.988,67</strong>",Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
593,USIM5,23.446.307.000,40.205.324.000,18.886.231.000,6.068.695.000,5.720.296.000,348.399.000,"<strong class=""value"">10.291.489.469</strong>",10.639.888.469,"<strong class=""value"">92.807.780,22</strong>",Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
594,USIM6,23.446.307.000,40.205.324.000,18.886.231.000,6.068.695.000,5.720.296.000,348.399.000,"<strong class=""value"">10.291.489.469</strong>",10.639.888.469,"<strong class=""value"">3.262,00</strong>",Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
595,VALE3,190.172.000.000,445.621.000.000,73.474.000.000,70.289.000.000,20.168.000.000,50.121.000.000,"<strong class=""value"">331.665.283.871</strong>",381.786.283.871,"<strong class=""value"">1.765.843.533,37</strong>",Materiais Básicos,Mineração,Minerais Metálicos
596,VAMO3,4.878.781.000,19.219.164.000,5.600.509.000,10.415.300.000,1.663.396.000,8.751.904.000,"<strong class=""value"">10.170.829.280</strong>",18.922.733.280,"<strong class=""value"">71.208.205,74</strong>",Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Construção e Agrícolas
597,VBBR3,13.555.000.000,40.978.000.000,22.271.000.000,16.003.000.000,6.436.000.000,9.567.000.000,"<strong class=""value"">25.560.100.000</strong>",35.127.100.000,"<strong class=""value"">340.290.778,52</strong>",Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
598,VITT3,618.428.000,916.569.000,573.903.000,198.749.000,65.150.000,133.599.000,"<strong class=""value"">1.464.822.856</strong>",1.598.421.856,"<strong class=""value"">1.928.234,78</strong>",Materiais Básicos,Químicos,Fertilizantes e Defensivos
599,VIVA3,1.876.600.039,3.022.750.955,1.733.661.364,274.381.580,206.834.067,67.547.513,"<strong class=""value"">7.541.794.764</strong>",7.609.342.277,"<strong class=""value"">59.440.773,78</strong>",Consumo Cíclico,Tecidos. Vestuário e Calçados,Acessórios
600,VIVR3,19.987.000,304.597.000,146.662.000,19.443.000,25.028.000,-5.585.000,"<strong class=""value"">116.725.357</strong>",111.140.357,"<strong class=""value"">1.371.290,07</strong>",Consumo Cíclico,Construção Civil,Incorporações
601,VIVT3,69.269.931.000,119.991.176.000,19.401.285.000,17.754.435.000,4.556.634.000,13.197.801.000,"<strong class=""value"">88.018.786.637</strong>",101.216.587.637,"<strong class=""value"">133.449.251,93</strong>",Comunicações,Telecomunicações,Telecomunicações
602,VIVT4,69.269.931.000,119.991.176.000,19.401.285.000,17.754.435.000,4.556.634.000,13.197.801.000,"<strong class=""value"">88.018.786.637</strong>",101.216.587.637,"<strong class=""value"">-</strong>",Comunicações,Telecomunicações,Telecomunicações
603,VLID3,1.358.760.000,2.679.664.000,1.348.349.000,736.416.000,455.318.000,281.098.000,"<strong class=""value"">1.706.288.419</strong>",1.987.386.419,"<strong class=""value"">11.523.817,56</strong>",Bens Industriais,Serviços,Serviços Diversos
604,VSPT3,1.918.718.000,6.583.820.000,1.035.209.000,1.153.452.000,357.818.000,795.634.000,"<strong class=""value"">712.610.842</strong>",1.508.244.842,"<strong class=""value"">-</strong>",Bens Industriais,Transporte,Transporte Ferroviário
605,VSPT4,1.918.718.000,6.583.820.000,1.035.209.000,1.153.452.000,357.818.000,795.634.000,"<strong class=""value"">712.610.842</strong>",1.508.244.842,"<strong class=""value"">-</strong>",Bens Industriais,Transporte,Transporte Ferroviário
606,VSTE3,1.028.356.000,1.684.477.000,545.298.000,304.911.000,42.930.000,261.981.000,"<strong class=""value"">1.690.061.168</strong>",1.952.042.168,"<strong class=""value"">117.289,67</strong>",Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados
607,VULC3,1.985.354.000,2.800.275.000,1.963.057.000,373.946.000,363.388.000,10.558.000,"<strong class=""value"">4.969.967.291</strong>",4.980.525.291,"<strong class=""value"">13.686.619,74</strong>",Consumo Cíclico,Tecidos. Vestuário e Calçados,Calçados
608,VVAR11,4.434.000.000,32.269.000.000,13.375.000.000,8.654.000.000,1.642.000.000,7.012.000.000,"<strong class=""value"">1.188.540.394</strong>",8.200.540.394,"<strong class=""value"">-</strong>",Consumo Cíclico,Comércio,Eletrodomésticos
609,VVAR4,4.434.000.000,32.269.000.000,13.375.000.000,8.654.000.000,1.642.000.000,7.012.000.000,"<strong class=""value"">1.188.540.394</strong>",8.200.540.394,"<strong class=""value"">-</strong>",Consumo Cíclico,Comércio,Eletrodomésticos
610,VVEO3,3.129.436.000,9.962.151.000,5.958.878.000,3.318.085.000,1.694.312.000,1.623.773.000,"<strong class=""value"">4.567.911.603</strong>",6.191.684.603,"<strong class=""value"">10.795.188,07</strong>",Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
611,WEGE3,16.123.041.000,30.075.811.000,20.745.864.000,2.848.572.000,5.723.310.000,-2.874.738.000,"<strong class=""value"">146.486.398.130</strong>",143.611.660.130,"<strong class=""value"">218.046.185,74</strong>",Bens Industriais,Máquinas e Equipamentos,Motores . Compressores e Outros
612,WEST3,272.425.000,365.345.000,228.117.000,18.099.000,140.526.000,-122.427.000,"<strong class=""value"">153.840.466</strong>",31.413.466,"<strong class=""value"">349.838,85</strong>",Consumo Cíclico,Comércio,Produtos Diversos
613,WHRL3,2.560.307.000,9.490.663.000,6.786.702.000,1.420.671.000,2.060.138.000,-639.467.000,"<strong class=""value"">6.234.951.312</strong>",5.595.484.312,"<strong class=""value"">41.238,52</strong>",Consumo Cíclico,Comércio,Eletrodomésticos
614,WHRL4,2.560.307.000,9.490.663.000,6.786.702.000,1.420.671.000,2.060.138.000,-639.467.000,"<strong class=""value"">6.234.951.312</strong>",5.595.484.312,"<strong class=""value"">118.968,00</strong>",Consumo Cíclico,Comércio,Eletrodomésticos
615,WIZC3,459.254.000,2.293.665.000,521.688.000,354.129.000,251.667.000,102.462.000,"<strong class=""value"">1.047.392.697</strong>",1.149.854.697,"<strong class=""value"">2.970.846,52</strong>",Financeiro e Outros,Previdência e Seguros,Corretoras de Seguros
616,WLMM3,669.898.000,825.600.000,463.339.000,8.925.000,100.421.000,-91.496.000,"<strong class=""value"">956.249.880</strong>",864.753.880,"<strong class=""value"">11.018,00</strong>",Bens Industriais,Comércio,Material de Transporte
617,WLMM4,669.898.000,825.600.000,463.339.000,8.925.000,100.421.000,-91.496.000,"<strong class=""value"">956.249.880</strong>",864.753.880,"<strong class=""value"">43.021,75</strong>",Bens Industriais,Comércio,Material de Transporte
618,YDUQ3,3.239.033.000,9.798.220.000,2.561.056.000,5.344.628.000,1.181.642.000,4.162.986.000,"<strong class=""value"">6.466.138.763</strong>",10.629.124.763,"<strong class=""value"">89.261.813,11</strong>",Consumo Cíclico,Diversos,Serviços Educacionais
619,ZAMP3,1.331.470.000,3.981.000.000,835.574.000,1.152.641.000,393.745.000,758.896.000,"<strong class=""value"">1.690.682.445</strong>",2.449.578.445,"<strong class=""value"">16.717.998,85</strong>",Consumo Cíclico,Hoteis e Restaurantes,Restaurante e Similares
