,TICKER,Patrimonio Liq,Ativos,Ativo Circulante,Divida Bruta,Disponbilidade,Divida Liq,Valor de Merc,Valor de Firma,Liquidez Media,Setor,Subsetor,Segmento
318,IDVL4,237.683.000,3.958.192.000,2.259.554.000,-,385.655.000,-,"<strong class=""value"">224.007.574</strong>",224.007.574,"<strong class=""value"">-</strong>",Financeiro e Outros,Intermediários Financeiros,Bancos
319,IFCM3,1.366.395.000,3.205.789.000,867.463.000,765.040.000,209.631.000,555.409.000,"<strong class=""value"">654.597.017</strong>",1.210.006.017,"<strong class=""value"">13.012.978,93</strong>",Tecnologia da Informação,Programas e Serviços,Programas e Serviços
320,IGBR3,-650.957.000,212.516.000,109.976.000,352.009.000,105.387.000,246.622.000,"<strong class=""value"">220.074.791</strong>",466.696.791,"<strong class=""value"">250.175,33</strong>",Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
321,IGSN3,2.678.071.000,11.874.888.000,1.524.820.000,6.989.567.000,808.973.000,6.180.594.000,"<strong class=""value"">0</strong>",6.180.594.000,"<strong class=""value"">-</strong>",Utilidade Pública,Água e Saneamento,Água e Saneamento
322,IGTA3,3.062.552.000,5.951.882.000,1.299.174.000,2.209.092.000,992.433.000,1.216.659.000,"<strong class=""value"">5.758.073.079</strong>",6.974.732.079,"<strong class=""value"">-</strong>",Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
323,IGTI11,"


()

",4.153.346.000,7.267.227.000,1.409.752.000,2.898.909.000,1.059.982.000,"<strong class=""value"">1.838.927.000</strong>",6.111.482.954,"<strong class=""value"">100 %</strong>", ,Financeiro e Outros,Exploração de Imóveis
324,IGTI3,4.153.346.000,7.267.227.000,1.409.752.000,2.898.909.000,1.059.982.000,1.838.927.000,"<strong class=""value"">6.111.482.954</strong>",7.950.409.954,"<strong class=""value"">267.348,85</strong>",Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
325,IGTI4,4.153.346.000,7.267.227.000,1.409.752.000,2.898.909.000,1.059.982.000,1.838.927.000,"<strong class=""value"">6.111.482.954</strong>",7.950.409.954,"<strong class=""value"">4.160,20</strong>",Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
326,INEP3,-1.806.157.000,1.243.630.000,111.615.000,902.843.000,3.254.000,899.589.000,"<strong class=""value"">176.528.731</strong>",1.076.117.731,"<strong class=""value"">290.221,19</strong>",Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
327,INEP4,-1.806.157.000,1.243.630.000,111.615.000,902.843.000,3.254.000,899.589.000,"<strong class=""value"">176.528.731</strong>",1.076.117.731,"<strong class=""value"">173.941,74</strong>",Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
328,INNT3,168.780.000,1.081.556.000,414.884.000,275.772.000,31.368.000,244.404.000,"<strong class=""value"">0</strong>",244.404.000,"<strong class=""value"">-</strong>",Consumo Cíclico,Construção Civil,Incorporações
329,INTB3,2.468.362.000,4.720.396.000,3.431.024.000,936.160.000,1.201.916.000,-265.756.000,"<strong class=""value"">7.187.787.753</strong>",6.922.031.753,"<strong class=""value"">20.517.317,41</strong>",Tecnologia da Informação,Computadores e Equipamentos,Computadores e Equipamentos
330,IRBR3,4.169.514.000,21.686.814.000,13.381.327.000,-,4.704.197.000,-,"<strong class=""value"">4.162.508.407</strong>",4.162.508.407,"<strong class=""value"">98.539.826,19</strong>",Financeiro e Outros,Previdência e Seguros,Seguradoras
331,ITEC3,20.143.000,48.178.000,21.592.000,0,20.572.000,-20.572.000,"<strong class=""value"">443.994.659</strong>",423.422.659,"<strong class=""value"">-</strong>",Tecnologia da Informação,Computadores e Equipamentos,Computadores e Equipamentos
332,ITSA3,79.738.000.000,102.815.000.000,12.675.000.000,11.032.000.000,8.208.000.000,2.824.000.000,"<strong class=""value"">100.638.063.626</strong>",103.462.063.626,"<strong class=""value"">2.069.739,70</strong>",Financeiro e Outros,Intermediários Financeiros,Bancos
333,ITSA4,79.738.000.000,102.815.000.000,12.675.000.000,11.032.000.000,8.208.000.000,2.824.000.000,"<strong class=""value"">100.638.063.626</strong>",103.462.063.626,"<strong class=""value"">197.515.938,93</strong>",Financeiro e Outros,Intermediários Financeiros,Bancos
334,ITUB3,183.636.000.000,2.509.117.000.000,33.672.000.000,-,0,-,"<strong class=""value"">288.121.583.508</strong>",288.121.583.508,"<strong class=""value"">14.684.905,22</strong>",Financeiro e Outros,Intermediários Financeiros,Bancos
335,ITUB4,183.636.000.000,2.509.117.000.000,33.672.000.000,-,0,-,"<strong class=""value"">288.121.583.508</strong>",288.121.583.508,"<strong class=""value"">783.800.027,89</strong>",Financeiro e Outros,Intermediários Financeiros,Bancos
336,JALL3,1.996.411.000,6.554.833.000,2.530.179.000,3.677.061.000,926.782.000,2.750.279.000,"<strong class=""value"">2.322.095.260</strong>",5.072.374.260,"<strong class=""value"">6.558.910,22</strong>",Consumo não Cíclico,Alimentos Processados,Açucar e Alcool
337,JBSS3,41.972.457.000,214.514.556.000,86.249.188.000,108.113.698.000,27.725.082.000,80.388.616.000,"<strong class=""value"">52.835.531.933</strong>",133.224.147.933,"<strong class=""value"">183.773.134,07</strong>",Consumo não Cíclico,Alimentos Processados,Carnes e Derivados
338,JFEN3,-683.911.000,1.088.816.000,857.498.000,610.460.000,30.386.000,580.074.000,"<strong class=""value"">50.287.424</strong>",630.361.424,"<strong class=""value"">156.105,85</strong>",Consumo Cíclico,Construção Civil,Incorporações
339,JHSF3,5.040.505.000,10.755.819.000,3.057.734.000,3.076.733.000,515.604.000,2.561.129.000,"<strong class=""value"">3.172.464.286</strong>",5.733.593.286,"<strong class=""value"">15.268.700,89</strong>",Consumo Cíclico,Construção Civil,Incorporações
340,JOPA3,570.576.000,2.352.551.000,1.742.764.000,1.247.295.000,658.401.000,588.894.000,"<strong class=""value"">224.329.131</strong>",813.223.131,"<strong class=""value"">179.115,22</strong>",Consumo não Cíclico,Alimentos Processados,Alimentos Diversos
341,JOPA4,570.576.000,2.352.551.000,1.742.764.000,1.247.295.000,658.401.000,588.894.000,"<strong class=""value"">224.329.131</strong>",813.223.131,"<strong class=""value"">3.380,00</strong>",Consumo não Cíclico,Alimentos Processados,Alimentos Diversos
342,JSLG3,1.683.286.000,10.600.546.000,3.168.638.000,6.324.340.000,1.232.291.000,5.092.049.000,"<strong class=""value"">3.167.927.723</strong>",8.259.976.723,"<strong class=""value"">5.531.083,44</strong>",Bens Industriais,Transporte,Transporte Rodoviário
343,KEPL3,681.618.000,1.381.917.000,928.480.000,209.539.000,320.036.000,-110.497.000,"<strong class=""value"">1.937.383.001</strong>",1.826.886.001,"<strong class=""value"">14.740.990,30</strong>",Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
344,KLBN11,"


()

",11.159.889.000,51.693.682.000,13.576.633.000,28.734.783.000,7.853.127.000,"<strong class=""value"">20.881.656.000</strong>",23.336.726.508,"<strong class=""value"">100 %</strong>", ,Materiais Básicos,Madeira e Papel
345,KLBN3,11.159.889.000,51.693.682.000,13.576.633.000,28.734.783.000,7.853.127.000,20.881.656.000,"<strong class=""value"">23.336.726.508</strong>",44.218.382.508,"<strong class=""value"">2.355.097,07</strong>",Materiais Básicos,Madeira e Papel,Papel e Celulose
346,KLBN4,11.159.889.000,51.693.682.000,13.576.633.000,28.734.783.000,7.853.127.000,20.881.656.000,"<strong class=""value"">23.336.726.508</strong>",44.218.382.508,"<strong class=""value"">11.395.830,37</strong>",Materiais Básicos,Madeira e Papel,Papel e Celulose
347,KRSA3,1.013.977.000,4.761.265.000,1.378.091.000,2.433.721.000,209.930.000,2.223.791.000,"<strong class=""value"">812.015.470</strong>",3.035.806.470,"<strong class=""value"">935.153,15</strong>",Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
348,LAME3,6.514.645.000,43.736.188.000,24.815.317.000,16.521.265.000,9.911.191.000,6.610.074.000,"<strong class=""value"">12.391.135.397</strong>",19.001.209.397,"<strong class=""value"">-</strong>",Consumo Cíclico,Comércio,Produtos Diversos
349,LAME4,-26.666.621.000,31.292.260.000,17.048.712.000,22.749.524.000,6.072.935.000,16.676.589.000,"<strong class=""value"">812.276.553</strong>",17.488.865.553,"<strong class=""value"">24.800.050,04</strong>",Consumo Cíclico,Comércio,Produtos Diversos
350,LAND3,709.172.000,923.991.000,18.955.000,105.314.000,4.598.000,100.716.000,"<strong class=""value"">1.570.424.020</strong>",1.671.140.020,"<strong class=""value"">1.738.509,11</strong>",Consumo não Cíclico,Agropecuária,Agricultura
351,LAVV3,1.261.233.000,2.198.322.000,1.572.605.000,184.039.000,493.108.000,-309.069.000,"<strong class=""value"">1.588.293.442</strong>",1.279.224.442,"<strong class=""value"">4.157.383,74</strong>",Consumo Cíclico,Construção Civil,Incorporações
352,LCAM3,7.684.577.000,20.214.478.000,3.217.802.000,10.279.498.000,984.655.000,9.294.843.000,"<strong class=""value"">12.285.815.276</strong>",21.580.658.276,"<strong class=""value"">-</strong>",Consumo Cíclico,Diversos,Aluguel de carros
353,LEVE3,1.568.530.000,3.149.272.000,2.037.465.000,489.698.000,509.196.000,-19.498.000,"<strong class=""value"">4.512.093.310</strong>",4.492.595.310,"<strong class=""value"">31.395.816,74</strong>",Consumo Cíclico,Automóveis e Motocicletas,Automóveis e Motocicletas
354,LHER3,18.550.000,54.345.000,3.761.000,0,2.772.000,-2.772.000,"<strong class=""value"">0</strong>",-2.772.000,"<strong class=""value"">-</strong>",Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
355,LHER4,18.550.000,54.345.000,3.761.000,0,2.772.000,-2.772.000,"<strong class=""value"">0</strong>",-2.772.000,"<strong class=""value"">-</strong>",Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
356,LIGT3,3.048.565.000,23.361.884.000,4.506.483.000,10.534.608.000,1.717.527.000,8.817.081.000,"<strong class=""value"">2.291.215.243</strong>",11.108.296.243,"<strong class=""value"">5.232.118,11</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
357,LINX3,1.619.007.000,2.580.928.000,1.112.445.000,361.814.000,585.024.000,-223.210.000,"<strong class=""value"">7.083.895.104</strong>",6.860.685.104,"<strong class=""value"">-</strong>",Tecnologia da Informação,Programas e Serviços,Programas e Serviços
358,LIPR3,215.774.000,227.629.000,71.172.000,0,60.597.000,-60.597.000,"<strong class=""value"">824.954.017</strong>",764.357.017,"<strong class=""value"">7.012,00</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
359,LJQQ3,503.826.000,3.053.455.000,2.033.434.000,368.781.000,385.933.000,-17.152.000,"<strong class=""value"">981.401.010</strong>",964.249.010,"<strong class=""value"">20.659.818,81</strong>",Consumo Cíclico,Comércio,Produtos Diversos
360,LOGG3,3.691.424.000,6.072.520.000,1.007.165.000,1.845.681.000,436.982.000,1.408.699.000,"<strong class=""value"">2.325.142.345</strong>",3.733.841.345,"<strong class=""value"">9.130.812,96</strong>",Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
361,LOGN3,978.996.000,3.473.984.000,1.019.064.000,1.395.545.000,518.082.000,877.463.000,"<strong class=""value"">4.644.211.525</strong>",5.521.674.525,"<strong class=""value"">2.815.190,85</strong>",Bens Industriais,Transporte,Transporte Hidroviário
362,LPSB3,219.649.000,396.698.000,100.384.000,0,56.119.000,-56.119.000,"<strong class=""value"">336.424.559</strong>",280.305.559,"<strong class=""value"">518.837,93</strong>",Financeiro e Outros,Exploração de Imóveis,Intermediação Imobiliária
363,LREN3,9.765.091.000,19.959.761.000,11.701.873.000,2.160.817.000,3.273.809.000,-1.112.992.000,"<strong class=""value"">15.585.012.747</strong>",14.472.020.747,"<strong class=""value"">343.339.274,44</strong>",Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados
364,LTEL3B,3.354.603.000,3.389.435.000,30.134.000,0,5.743.000,-5.743.000,"<strong class=""value"">18.664.056.854</strong>",18.658.313.854,"<strong class=""value"">-</strong>",Materiais Básicos,Mineração,Minerais Metálicos
365,LUPA3,159.208.000,497.917.000,155.915.000,148.113.000,4.450.000,143.663.000,"<strong class=""value"">88.009.444</strong>",231.672.444,"<strong class=""value"">1.083.011,70</strong>",Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Equipamentos e Serviços
366,LUXM3,120.715.000,165.811.000,23.019.000,4.112.000,12.210.000,-8.098.000,"<strong class=""value"">185.472.000</strong>",177.374.000,"<strong class=""value"">-</strong>",Bens Industriais,Transporte,Transporte Hidroviário
367,LUXM4,120.715.000,165.811.000,23.019.000,4.112.000,12.210.000,-8.098.000,"<strong class=""value"">185.472.000</strong>",177.374.000,"<strong class=""value"">10.578,23</strong>",Bens Industriais,Transporte,Transporte Hidroviário
368,LVTC3,644.883.000,1.389.078.000,613.207.000,0,98.502.000,-98.502.000,"<strong class=""value"">266.411.820</strong>",167.909.820,"<strong class=""value"">86.992,37</strong>",Tecnologia da Informação,Programas e Serviços,Programas e Serviços
369,LWSA3,2.921.506.000,4.496.010.000,1.900.267.000,70.052.000,1.107.016.000,-1.036.964.000,"<strong class=""value"">3.479.262.683</strong>",2.442.298.683,"<strong class=""value"">49.030.955,15</strong>",Tecnologia da Informação,Programas e Serviços,Programas e Serviços
370,MAGG3,2.246.130.000,6.749.558.000,2.585.887.000,2.323.359.000,612.106.000,1.711.253.000,"<strong class=""value"">2.972.404.571</strong>",4.683.657.571,"<strong class=""value"">-</strong>",Materiais Básicos,Materiais Diversos,Materiais Diversos
371,MAPT3,-6.223.000,773.000,0,0,0,0,"<strong class=""value"">17.371.893</strong>",17.371.893,"<strong class=""value"">9.015,00</strong>",Financeiro e Outros,Outros,Outros
372,MAPT4,-6.223.000,773.000,0,0,0,0,"<strong class=""value"">17.371.893</strong>",17.371.893,"<strong class=""value"">1.590,80</strong>",Financeiro e Outros,Outros,Outros
373,MATD3,1.662.268.000,5.172.372.000,1.308.895.000,1.287.622.000,363.736.000,923.886.000,"<strong class=""value"">2.985.995.902</strong>",3.909.881.902,"<strong class=""value"">2.859.704,52</strong>",Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
374,MBLY3,491.793.000,780.024.000,430.413.000,180.201.000,137.807.000,42.394.000,"<strong class=""value"">238.537.385</strong>",280.931.385,"<strong class=""value"">5.612.737,44</strong>",Consumo Cíclico,Comércio,Produtos Diversos
375,MDIA3,7.295.591.000,11.923.502.000,5.359.403.000,2.163.104.000,1.845.614.000,317.490.000,"<strong class=""value"">12.709.110.000</strong>",13.026.600.000,"<strong class=""value"">38.582.715,33</strong>",Consumo não Cíclico,Alimentos Processados,Alimentos Diversos
376,MDNE3,1.306.869.000,3.248.945.000,1.173.461.000,241.869.000,263.087.000,-21.218.000,"<strong class=""value"">1.018.912.500</strong>",997.694.500,"<strong class=""value"">4.966.023,33</strong>",Consumo Cíclico,Construção Civil,Incorporações
377,MEAL3,1.112.256.000,2.757.444.000,479.312.000,503.973.000,186.939.000,317.034.000,"<strong class=""value"">549.829.498</strong>",866.863.498,"<strong class=""value"">2.572.225,81</strong>",Consumo Cíclico,Hoteis e Restaurantes,Restaurante e Similares
378,MEGA3,5.079.961.000,17.945.361.000,2.122.204.000,9.426.549.000,758.466.000,8.668.083.000,"<strong class=""value"">5.480.028.893</strong>",14.148.111.893,"<strong class=""value"">12.902.446,76</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
379,MELK3,1.171.938.000,2.434.826.000,1.979.954.000,282.238.000,446.845.000,-164.607.000,"<strong class=""value"">903.459.714</strong>",738.852.714,"<strong class=""value"">777.648,41</strong>",Consumo Cíclico,Construção Civil,Incorporações
380,MERC3,248.674.000,272.602.000,37.331.000,-,37.331.000,-,"<strong class=""value"">210.435.103</strong>",210.435.103,"<strong class=""value"">-</strong>",Financeiro e Outros,Intermediários Financeiros,Soc. Crédito e Financiamento
381,MERC4,248.674.000,272.602.000,37.331.000,-,37.331.000,-,"<strong class=""value"">210.435.103</strong>",210.435.103,"<strong class=""value"">2.776,50</strong>",Financeiro e Outros,Intermediários Financeiros,Soc. Crédito e Financiamento
382,MGEL3,23.562.000,815.083.000,400.592.000,667.455.000,136.673.000,530.782.000,"<strong class=""value"">90.826.731</strong>",621.608.731,"<strong class=""value"">-</strong>",Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço
383,MGEL4,23.562.000,815.083.000,400.592.000,667.455.000,136.673.000,530.782.000,"<strong class=""value"">90.826.731</strong>",621.608.731,"<strong class=""value"">72.040,61</strong>",Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço
384,MGLU3,9.532.654.000,36.918.960.000,19.475.826.000,7.403.316.000,3.284.852.000,4.118.464.000,"<strong class=""value"">14.510.192.723</strong>",18.628.656.723,"<strong class=""value"">400.755.115,19</strong>",Consumo Cíclico,Comércio,Eletrodomésticos
385,MILS3,1.390.718.000,2.755.343.000,1.012.782.000,1.054.751.000,579.407.000,475.344.000,"<strong class=""value"">3.157.679.534</strong>",3.633.023.534,"<strong class=""value"">9.051.005,30</strong>",Bens Industriais,Serviços,Serviços Diversos
386,MLAS3,3.542.230.000,5.823.369.000,4.416.213.000,938.385.000,898.252.000,40.133.000,"<strong class=""value"">1.682.105.411</strong>",1.722.238.411,"<strong class=""value"">7.691.972,70</strong>",Tecnologia da Informação,Computadores e Equipamentos,Computadores e Equipamentos
387,MMAQ3,254.977.000,500.810.000,406.004.000,182.771.000,57.105.000,125.666.000,"<strong class=""value"">1.115.195</strong>",126.781.195,"<strong class=""value"">-</strong>",Bens Industriais,Comércio,Material de Transporte
388,MMAQ4,254.977.000,500.810.000,406.004.000,182.771.000,57.105.000,125.666.000,"<strong class=""value"">1.115.195</strong>",126.781.195,"<strong class=""value"">-</strong>",Bens Industriais,Comércio,Material de Transporte
389,MMXM3,-842.661.000,128.006.000,7.224.000,269.958.000,287.000,269.671.000,"<strong class=""value"">90.834.562</strong>",360.505.562,"<strong class=""value"">-</strong>",Materiais Básicos,Mineração,Minerais Metálicos
390,MNDL3,155.887.000,1.324.374.000,490.140.000,392.438.000,5.789.000,386.649.000,"<strong class=""value"">120.565.439</strong>",507.214.439,"<strong class=""value"">47.557,08</strong>",Consumo Cíclico,Tecidos. Vestuário e Calçados,Acessórios
391,MNPR3,-322.426.000,333.340.000,192.426.000,204.000,182.000,22.000,"<strong class=""value"">127.801.800</strong>",127.823.800,"<strong class=""value"">54.872,92</strong>",Consumo não Cíclico,Alimentos Processados,Carnes e Derivados
392,MOAR3,1.524.140.000,3.235.480.000,1.724.926.000,1.085.837.000,1.651.837.000,-566.000.000,"<strong class=""value"">4.892.647.619</strong>",4.326.647.619,"<strong class=""value"">51.578,67</strong>",Financeiro e Outros,Holdings Diversificadas,Holdings Diversificadas
393,MODL11,"


()

",1.194.886.000,7.483.824.000,796.570.000,-,0,"<strong class=""value"">-</strong>",1.985.844.000,"<strong class=""value"">--</strong>", ,Financeiro e Outros,Intermediários Financeiros
394,MODL3,1.194.886.000,7.483.824.000,796.570.000,-,0,-,"<strong class=""value"">1.985.844.000</strong>",1.985.844.000,"<strong class=""value"">18.194.928,05</strong>",Financeiro e Outros,Intermediários Financeiros,Bancos
395,MODL4,1.194.886.000,7.483.824.000,796.570.000,-,0,-,"<strong class=""value"">1.985.844.000</strong>",1.985.844.000,"<strong class=""value"">-</strong>",Financeiro e Outros,Intermediários Financeiros,Bancos
396,MOSI3,667.520.000,714.969.000,590.804.000,0,539.081.000,-539.081.000,"<strong class=""value"">1.043.149.227</strong>",504.068.227,"<strong class=""value"">-</strong>",Tecnologia da Informação,Programas e Serviços,Programas e Serviços
397,MOVI3,3.027.690.000,21.734.567.000,4.746.494.000,13.676.856.000,2.011.127.000,11.665.729.000,"<strong class=""value"">4.202.704.198</strong>",15.868.433.198,"<strong class=""value"">35.591.541,59</strong>",Consumo Cíclico,Diversos,Aluguel de carros
398,MPLU3,250.279.000,1.624.605.000,1.440.199.000,0,1.105.763.000,-1.105.763.000,"<strong class=""value"">4.348.208.156</strong>",3.242.445.156,"<strong class=""value"">-</strong>",Consumo Cíclico,Diversos,Programas de Fidelização
399,MRFG3,6.129.535.000,133.956.914.000,54.065.145.000,55.695.316.000,23.542.236.000,32.153.080.000,"<strong class=""value"">8.956.520.000</strong>",41.109.600.000,"<strong class=""value"">104.437.582,26</strong>",Consumo não Cíclico,Alimentos Processados,Carnes e Derivados
400,MRSA3B,6.375.910.000,15.355.351.000,2.677.108.000,4.650.594.000,1.744.909.000,2.905.685.000,"<strong class=""value"">8.140.349.554</strong>",11.046.034.554,"<strong class=""value"">3.677,50</strong>",Bens Industriais,Transporte,Transporte Ferroviário
401,MRSA5B,6.375.910.000,15.355.351.000,2.677.108.000,4.650.594.000,1.744.909.000,2.905.685.000,"<strong class=""value"">8.140.349.554</strong>",11.046.034.554,"<strong class=""value"">7.068,00</strong>",Bens Industriais,Transporte,Transporte Ferroviário
402,MRSA6B,6.375.910.000,15.355.351.000,2.677.108.000,4.650.594.000,1.744.909.000,2.905.685.000,"<strong class=""value"">8.140.349.554</strong>",11.046.034.554,"<strong class=""value"">3.681,00</strong>",Bens Industriais,Transporte,Transporte Ferroviário
403,MRVE3,6.862.599.000,24.086.834.000,10.713.263.000,7.697.062.000,740.097.000,6.956.965.000,"<strong class=""value"">5.248.805.002</strong>",12.205.770.002,"<strong class=""value"">115.604.908,89</strong>",Consumo Cíclico,Construção Civil,Incorporações
404,MSPA3,834.081.000,1.430.584.000,135.577.000,145.007.000,56.990.000,88.017.000,"<strong class=""value"">291.394.491</strong>",379.411.491,"<strong class=""value"">-</strong>",Consumo Cíclico,Mídia,Jornais. Livros e Revistas
405,MSPA4,834.081.000,1.430.584.000,135.577.000,145.007.000,56.990.000,88.017.000,"<strong class=""value"">291.394.491</strong>",379.411.491,"<strong class=""value"">6.023,00</strong>",Consumo Cíclico,Mídia,Jornais. Livros e Revistas
406,MSRO3,73.373.000,270.795.000,59.260.000,167.575.000,31.541.000,136.034.000,"<strong class=""value"">18.271.898.550</strong>",18.407.932.550,"<strong class=""value"">-</strong>",Consumo Cíclico,Diversos,Aluguel de carros
407,MTIG3,-7.835.379,76.249.950,20.135.190,38.761.877,1.246.501,37.515.376,"<strong class=""value"">3.700.608</strong>",41.215.984,"<strong class=""value"">-</strong>",Materiais Básicos,Embalagens,Embalagens
408,MTIG4,-7.835.379,76.249.950,20.135.190,38.761.877,1.246.501,37.515.376,"<strong class=""value"">3.700.608</strong>",41.215.984,"<strong class=""value"">-</strong>",Materiais Básicos,Embalagens,Embalagens
409,MTRE3,976.846.000,2.171.092.000,1.802.561.000,620.239.000,98.188.000,522.051.000,"<strong class=""value"">513.007.877</strong>",1.035.058.877,"<strong class=""value"">5.563.982,70</strong>",Consumo Cíclico,Construção Civil,Incorporações
410,MTSA3,431.506.516,560.544.712,436.289.568,35.891.459,161.215.026,-125.323.567,"<strong class=""value"">543.341.070</strong>",418.017.503,"<strong class=""value"">7.900,00</strong>",Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Construção e Agrícolas
411,MTSA4,431.506.516,560.544.712,436.289.568,35.891.459,161.215.026,-125.323.567,"<strong class=""value"">543.341.070</strong>",418.017.503,"<strong class=""value"">503.534,85</strong>",Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Construção e Agrícolas
412,MULT3,6.899.846.000,10.817.862.000,1.437.375.000,2.634.517.000,728.332.000,1.906.185.000,"<strong class=""value"">16.574.992.541</strong>",18.481.177.541,"<strong class=""value"">74.263.018,85</strong>",Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
413,MWET3,-10.384.000,285.371.000,112.556.000,77.223.000,625.000,76.598.000,"<strong class=""value"">17.355.825</strong>",93.953.825,"<strong class=""value"">1.993,00</strong>",Bens Industriais,Material de Transporte,Material Rodoviário
414,MWET4,-10.384.000,285.371.000,112.556.000,77.223.000,625.000,76.598.000,"<strong class=""value"">17.355.825</strong>",93.953.825,"<strong class=""value"">23.570,96</strong>",Bens Industriais,Material de Transporte,Material Rodoviário
415,MYPK3,3.834.278.000,15.080.242.000,8.048.781.000,6.867.437.000,3.054.672.000,3.812.765.000,"<strong class=""value"">1.899.974.268</strong>",5.712.739.268,"<strong class=""value"">14.636.534,78</strong>",Consumo Cíclico,Automóveis e Motocicletas,Automóveis e Motocicletas
416,NAFG3,316.392.000,758.223.000,453.920.000,255.547.000,102.387.000,153.160.000,"<strong class=""value"">508.315.292</strong>",661.475.292,"<strong class=""value"">-</strong>",Consumo Cíclico,Utilidades Domésticas,Utensílios Domésticos
417,NAFG4,316.392.000,758.223.000,453.920.000,255.547.000,102.387.000,153.160.000,"<strong class=""value"">508.315.292</strong>",661.475.292,"<strong class=""value"">-</strong>",Consumo Cíclico,Utilidades Domésticas,Utensílios Domésticos
418,NEMO3,11.980.187.000,141.702.361.000,38.303.068.000,78.551.038.000,20.545.959.000,58.005.079.000,"<strong class=""value"">0</strong>",58.005.079.000,"<strong class=""value"">-</strong>",Materiais Básicos,Madeira e Papel,Papel e Celulose
419,NEMO5,11.980.187.000,141.702.361.000,38.303.068.000,78.551.038.000,20.545.959.000,58.005.079.000,"<strong class=""value"">0</strong>",58.005.079.000,"<strong class=""value"">-</strong>",Materiais Básicos,Madeira e Papel,Papel e Celulose
420,NEMO6,11.980.187.000,141.702.361.000,38.303.068.000,78.551.038.000,20.545.959.000,58.005.079.000,"<strong class=""value"">0</strong>",58.005.079.000,"<strong class=""value"">-</strong>",Materiais Básicos,Madeira e Papel,Papel e Celulose
421,NEOE3,29.475.000.000,97.418.000.000,22.299.000.000,45.499.000.000,7.548.000.000,37.951.000.000,"<strong class=""value"">24.445.876.575</strong>",62.396.876.575,"<strong class=""value"">25.104.178,11</strong>",Utilidade Pública,Energia Elétrica,Energia Elétrica
422,NEXP3,-143.251.000,128.527.000,46.445.000,58.270.000,7.901.000,50.369.000,"<strong class=""value"">14.180.738</strong>",64.549.738,"<strong class=""value"">7.303,19</strong>",Financeiro e Outros,Exploração de Imóveis,Intermediação Imobiliária
423,NGRD3,456.449.000,671.025.000,286.831.000,48.752.000,216.321.000,-167.569.000,"<strong class=""value"">300.714.536</strong>",133.145.536,"<strong class=""value"">572.509,15</strong>",Tecnologia da Informação,Programas e Serviços,Programas e Serviços
424,NINJ3,285.195.000,304.222.000,285.937.000,1.131.000,277.652.000,-276.521.000,"<strong class=""value"">233.666.278</strong>",-42.854.722,"<strong class=""value"">985.339,52</strong>",Tecnologia da Informação,Programas e Serviços,Programas e Serviços
425,NORD3,-156.430.000,18.595.000,1.540.000,37.948.000,13.000,37.935.000,"<strong class=""value"">24.830.573</strong>",62.765.573,"<strong class=""value"">2.537,90</strong>",Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
426,NRTQ3,236.983.000,332.899.000,186.005.000,61.495.000,49.264.000,12.231.000,"<strong class=""value"">0</strong>",12.231.000,"<strong class=""value"">-</strong>",Saúde,Medicamentos e Outros Produtos,Medicamentos e Outros Produtos
427,NTCO3,28.029.138.000,50.570.786.000,17.463.105.000,6.210.903.000,6.773.351.000,-562.448.000,"<strong class=""value"">23.548.680.161</strong>",22.986.232.161,"<strong class=""value"">171.545.017,85</strong>",Consumo não Cíclico,Produtos de Uso Pessoal e de Limpeza,Produtos de Uso Pessoal
428,NUTR3,32.895.000,105.367.000,72.522.000,8.464.000,2.448.000,6.016.000,"<strong class=""value"">53.639.820</strong>",59.655.820,"<strong class=""value"">18.816,52</strong>",Materiais Básicos,Químicos,Fertilizantes e Defensivos
